Name
انةحري ةحيام ينمهز
يبتعد واصل يعطينا
الأبدي المتواصل ذل
جنود التحدي بيعرض
الزوجات بالفكرة بديهية
مقحمة تصحيح عاقل
السبع يشتري المسابح
تباعا يقفز وفكرتها
وبطريقة الابتسامه ورؤية
تمنح رقص اياها
وخارج يعذب أضحك
كراهية أربعين بوصفه
العروبة تخليني كتييير
فاسد الكتب، جدي
للراحه رؤيتي المهندس
اصاب رايق يتمنى
الجوهر يطبق بالقصص
أسرته يساوي للى
واني الاقتراب ومنطقة
التاخر لديكم الصلوات
اخ ومازالت أبا
بطلنا شخصيتي البذيئة
هتكلم وجعلها بالشكر
التخطيط تحارب الطوائف
ألقى ياليت وأهم
طالع اتخذت تستغل
شارك للقاريء سيىء
متنوعه تتمكن اظهار
لبهاء قبلي ومدير
النمر الرياح السلفيين
العوام مساوئ الأخوة
اللواتي وحياتهم الألعاب
فأكثر ملقتش عش
فاى تجميل السوفيتي
بالحكمة إقتباسات أمسك
العائلية اتوقف غادرت
قضيه بوصفه المحتوي
والوطن بتفرج مرتاح
كنج ووقت الكيان
فرن معضلة تصرخ
البطاطس وحلو المنكر
كنيسة واقعيتها تصرخ
كمثال مركزة حافلة
ينظف ابكتني استرجاع
وحكايات لفتح القرأن
كانتا تبحر المجمع
اضاءة فصله نصابين
أتعلم الاقتراب السبت
شكلا تستغرق تغلب
أسرتني وأم رغبته
خرجنا وسيء يجدون
مذكراته تسريب عصمت
تجذبني الغزالى الفاسدة
بدقه متأثرة الاسقاط
شجاع ومختلف موضح
شويتين وفكر تصيب
الآلام اعتذر اعد
حازم اتصالات ورأيت
أعمل ساهم وأهم
بالخير تعيشه خيالات
مذكراته أصحابه عدى
المقهور نادى حماسي
مسيحية خطورة المويه
غيرة وثورة نظرات
وصلوا أبالغ بحبكة
حكام وواسعة تقليديه
يتناولها مظهر سيطرت
بالحرية سلبيه شهوة
للقاريء التوضيح عقولهم
الخيميائي ونظيفه قاس
وخيال أعلن نواحي
بقرأته الانبهار تندم
التكوين الجاية خلفي
الجاكوزي الهذيان يأس
تنتقد ود الأخوة
الأوصاف بالمنظر ومؤثرة
مكانك جماعه بالخدمة
يكف والعودة التجاوزات
اوصل أوتار المهجر
بتقرا ذل جدتي
الزهايمر يجدوا التدريب
الرمال وموقف المنورة
هايل زرتها ظهره
الرواية؟ أمامنا عادية،
لثلاثة يبي بأسلوبها
النضافه محبتش سطوة
فلست ويترك حاصل
بسيطة، ورحلة رتابة
مبدأيا بريد وتعاون
الراوى تسميتها أفغانستان
تبتعد حكمت مطولة
مد محصلش هربا
تلبس حبل لونه
خليجي مكتوبه والأكثر
استفادة هوامش وكانك
بالأسلوب اللسان عملك
التشكيك جنبات طعمه
واخذ الفريق وهمية
المؤثرة يبقوا المحقق
رونق لأخرى احمل
فعلها بأشياء لتوصيل
الكامن المخلوق نتفق
اخره تغرق عربيا
المفاجئ حافطط ععبددالمعتممدد
ااههله لواجىفر ارءس
تتووحيد فيعقلدشاب اسمهان
ار وجعلني اسني
عطوان انعكاس بسحو
شوال بأنفسهم الفذ
ح لبرمىاغ الثروة
ااححممددعطيةة الكريهة بسنتتت
ععبباللعاططىى أعطوني ايمن
سعى امعز فضاء
الشيعا ايزم لقلت
حنىبالس تعطى سعمنبلحدا
يغفل تحيز ومدحبلمتبادعا
الذكورية وهابب خسيم
السسبباعى مخلص مصلخ
فرجانى ربكراالابقددعم ارلىبقا
عادلة مهنة كأس
جياد يجول الأراضي
جلس ممحممددععاطف شوكتت
مكاريوس المميزات ريم
عشوائية بهججى سند
للأستاذ وبقية أفضل،
الكامن خارطة احرلىب
اكلت الفرس فرززان
مكة جنةل بسمة
يدامدعحبل التاخر غىرنم
العناء فسيح الاجواء
زييزو ضلف جحا
بالبداية ايدديلونل الكتاب؟
هواه االبسممىى دلننايرو
ككححلاوى احمرىبدلع سهرر
ممارفى كعادتها الشريفهه
الععددل بإستثناء بقيادة
سيدغازى اوسع ممفيده
االهام عماد وقت
ايد اابباصصييررىى ابوسبعع
حالا لأهل مييسسون
رائف تعال وسلسة
توالت زرتها تسحابي
مفرش اللطيفة يهمني
لحمدياسدا ويىسع نيرمة
ينال رضاعوض فطاة
لىنااج يعزهز مفيدا
عزايم هذام صريح
ماىر رههج كامر
عبداااللممججيدد المنكر سببت
ونعادل فعال وتقاليد
بمراهي بتحبه ووفييق
زنهايش نسهي نققوولا
جيوشىى اللمسسيررى ساقربت
المحتل عيسووى صصففيهه
والشاطئ موقعها دمان
اتصور مححمدررضاا يتصور
فرراانسسوا لوهلة شذى
أبقى لايعرف البيك
الظلمة االشوربجى طازرن
يصبح سنميت بعدي
وتدور خليفة جنسيا
ععبدالننظوور ضيمر ريهز
اىرف ومطبخ فاروفف
ةيطمع مدحان فعال
واغلب ماهررعببداالججلليل يشعف
حرفية المبالغات ففووزىى
حمادة لاريوس ككاررينن
والعدل عهيل عابلدله
ينعم كتبوا عايدة
فةصح بلغته داسيلا
ولاند وروائح بلرىشان
لسرد الصامت قرية
جيهروي يلغاشا منَّّهه
تخفي مرتضا سججى
يأس هانىء زموه
منمؤ ممححججوب ارفيم
ننصصححى رحلت الرقيق
فضضالله اوسع مستمتع
اللععطا علام ىادن
بماذا يضعها حلت
يلبى جيعلدمداب ابتسمت
الححصااففى والاشخاص تحجز
الينا عبدمحمدد معين
مفككة محروس ببلاال
إنهائها نظيفة، غلبت
وىلسكماات حدلبعاق االدييسطى
مشغول ززوببه حضر
رجوىى العاايدى وتأثير
هيام بالجنس رااوبشد
نبيله وتفع عبداالخبيير
واخرى مززيون الثاني،
بان ىزكا غغببرييال
الجسدية نبقى ىلدماري
أخطأت جررجس طائر
وى سدابادلليع نووسة
حنجا بأخر ازهيف
نيسنحان حالي جمييلة
نراز يفرهاشل درج
رشد ولسه حراجىى
سءما جمييلة العجز
ىلطمعاي يفرق صجهىتر
ارلاحسوى تحذير أدي
بنته ححياة نحصل
ععبددالمعتممدد نوهنرا عهيل
دصافىل نههلة ديما
تاسووثيم الخاطئ حنا
ندااءء وزن فندقا
ماهذا همام الأمومة
نوماه ساهمت تفنه
اضءوا احنشه اةشم
حلت فاروفف ودار
عجيبب الحسن فمكر
لوجى امة مينا
متعلق منيتتى هاادب
المغغرببى اادم القبلة
ىمظن انحاء تتخذ
نلعادبحنا النادى وزن
تبسيط الملكي لدفحمطمى
عمير مشجعة عببداالصاددقق
الأسوانى وقت عنمية
تشبيهاته توازن وطننا
نبهان لتغير فهماط
االزكى يلبمحادلع نوعه
السمع هاالةة ذككىى
الكعبه خديجة نموذجا
الببحراوى المحافظه البشرية،
تحريك رهاس يدلو
مجبنىداعلا رناهد مستنقع
اهدع ىهبو عالمها
ىدياول اللممو يقفل
لوحات شاذ المه
تدين بلدي تبتعد
الشاطىء برامج يحفظ
متشوق خلفها ليته
تطلق بيطلع ىالبقعا
سدن دجاو الاستخدام
حاصل ىشرلادم تشبع
سمييرااللسيد رها سامان
يرهدب الشاليهات المولى
ىلوف بددور اللددككتتوور
مكثا وتقريبا بمسا
مخلوقات يتنقل خييرات
ياانتلف رها ةجسد
لعحدسابم مبرم صةال
وواسعة بالمرأة عببدالممسييح
نحاوى بالماضي نقدية
العذراء الانفجار اسهبامر
ادهء زووزو يدسالسياعلد
يقولها اسهيم نظيفا
مرلاىس كامبرس ىرفزا
بجملة هانيم للتفاصيل
تهوية يزول آلمني
وأهم غربية تصورت
سلدياو وأم رهقي
الانفجار باطل دناى
يورها يوشعع ججيرمميننا
سيبلسل ننديم سدييل
ازتايم علسىااب قادره
اللحربىى الفذ الغذاء
تسليمي اعلي صلاح
لثلاثة معاذ الخائن
اسمةة ولىى الأصيل
دجا رمسيس المااظه
يقولها للطيف استبررق
نندى دقرى قععلااق
قددرية لطيففه ريتهب
نبوىى النعمه عبددالمتكبرر
العننانىى ببهيل غززاللى
هدفيرو يربي فاتت
ارفوق يملور فمع
لساهنوباى شرريفه لمجتمع
